subject,predicate,object
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,rdf:type ,<http://data.parliament.uk/schema/parl#WrittenParliamentaryQuestion>
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,dc-term:subject ,<http://data.parliament.uk/terms/92015>
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,dc-term:subject ,<http://data.parliament.uk/terms/12473>
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,dc-term:subject ,<http://data.parliament.uk/terms/351521>
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#statisticsIndicated> ,FALSE
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-07T17:55:36.104Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-07T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-08T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-09T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-10T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-11T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-12T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-13T18:02:02.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-14T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-15T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-16T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-17T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-18T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-19T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-20T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-21T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-22T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-23T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-24T18:02:04.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-25T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-26T18:02:03.0000000Z
<http://data.parliament.uk/writtenparliamentaryquestion/commons/2022-23/902088> ,<http://data.parliament.uk/schema/parl#dateLastModified> ,2022-11-27T18:02:03.0000000Z
